"","pid","W1_Paranoia1","W1_Paranoia2","W1_Paranoia3","W1_Paranoia4","W1_Paranoia5","W1_Paranoia_Total","W1_Conspiracy_1","W1_Conspiracy_2","W1_Conspiracy_3","W1_Conspiracy_4","W1_Conspiracy_5","W1_Conspiracy_Total","W1_Religion_binary","W1_ReligiousBelief_Total","W1_ReligiousBelief1","W1_ReligiousBelief2","W1_ReligiousBelief3","W1_ReligiousBelief4","W1_ReligiousBelief5","W1_ReligiousBelief6","W1_ReligiousBelief7","W1_ReligiousBelief8","W1_ReligiousBelief2_R","W1_ReligiousBelief4_R","W1_ReligiousBelief6_R","W1_ReligiousBelief8_R","W1_Political_Scale","W1_Nationalism1","W1_Nationalism2","W1_Nationalism_Total","W1_Death_Anxiety_Total","W1_DAI1","W1_DAI2","W1_DAI3","W1_DAI4","W1_DAI5","W1_DAI6","W1_DAI7","W1_DAI8","W1_DAI9","W1_DAI10","W1_DAI11","W1_DAI12","W1_DAI13","W1_DAI14","W1_DAI15","W1_DAI16","W1_DAI17","W1_CRT1","W1_CRT2","W1_CRT3","W1_CRT4","W1_CRT5","W1_ReligiousBelief1_R","W1_ReligiousBelief3_R","W1_ReligiousBelief5_R","W1_ReligiousBelief7_R","W1_TotalCRT","W1_Gender","W1_Age_year","W1_Age_categories"
"135",1328530728,4,2,3,3,4,16,6,6,6,6,6,30,1,24,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,6,52,2,3,4,3,3,4,3,2,3,4,2,3,4,3,2,3,4,2,3,2,4,3,3,3,3,3,0,2,30,2
"136",1328554753,2,4,3,2,4,15,6,6,6,6,6,30,0,25,3,2,4,4,4,4,4,4,4,2,2,2,6,3,3,6,44,2,3,3,3,3,3,3,2,3,2,2,3,3,3,3,2,1,2,3,2,3,3,3,2,2,2,0,2,36,3
"138",1330656337,5,4,3,3,3,18,6,6,6,6,6,30,0,24,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,6,41,2,2,2,2,2,2,2,4,3,2,2,3,3,2,3,3,2,1,1,2,2,2,3,3,3,3,4,2,23,1
"139",1331398901,1,1,1,1,4,8,9,9,9,6,6,39,1,27,1,3,5,3,5,2,1,1,3,3,4,5,5,3,5,8,19,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,3,3,3,3,5,1,1,5,0,2,67,6
"140",1331684566,2,3,3,3,3,14,6,6,6,7,6,31,1,21,3,4,3,3,3,4,3,4,2,3,2,2,5,5,4,9,56,3,4,3,3,3,4,4,4,3,4,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,3,2,2,32,2
"141",1332133298,4,3,2,2,4,15,6,6,7,5,5,29,1,25,4,3,3,4,5,3,2,3,3,2,3,3,5,3,3,6,60,4,3,4,4,2,3,4,3,3,4,5,4,3,3,4,3,4,2,2,2,4,3,2,3,1,4,0,1,23,1
"142",1333488936,1,1,1,1,1,5,8,10,6,6,6,36,0,25,3,4,3,1,3,3,3,3,2,5,3,3,7,2,3,5,59,1,1,2,2,4,4,4,5,5,5,5,2,5,4,5,1,4,2,2,2,4,3,3,3,3,3,0,2,77,6
"143",1335975013,2,4,3,2,4,15,4,8,9,8,7,36,0,34,3,2,5,2,5,3,5,1,4,4,3,5,2,3,4,7,30,3,4,2,1,4,1,1,3,1,1,1,1,2,1,1,2,1,2,2,1,4,2,3,1,1,1,2,2,33,2
"144",1337810125,4,4,4,4,4,20,9,9,9,7,7,41,0,30,4,2,4,2,4,4,4,2,4,4,2,4,6,4,4,8,56,2,2,2,2,4,4,4,4,4,4,4,2,4,4,4,2,4,2,2,2,4,2,2,2,2,2,1,2,32,2
"145",1338026396,4,2,4,4,4,18,8,6,9,8,9,40,1,18,2,4,1,2,1,3,1,2,2,4,3,4,5,4,4,8,73,4,5,4,4,5,5,4,4,4,4,4,4,5,4,4,5,4,2,2,2,4,3,4,5,5,5,0,2,24,1
"146",1339642968,2,2,2,1,2,9,11,10,7,6,6,40,1,38,5,1,5,1,4,2,5,1,5,5,4,5,6,3,4,7,25,2,1,2,1,2,1,1,4,1,1,1,2,1,1,1,2,1,2,1,1,4,2,1,1,2,1,3,2,24,1
"147",1340368719,1,4,1,1,4,11,11,10,10,10,11,52,1,23,2,3,3,2,3,3,2,3,3,4,3,3,4,5,5,10,39,1,1,3,3,3,3,3,5,3,3,3,1,1,1,3,1,1,2,2,2,2,2,4,3,3,4,2,1,56,5
"148",1340460790,3,1,1,1,1,7,3,9,5,6,3,26,1,21,2,4,3,2,2,2,2,4,2,4,4,2,6,3,3,6,43,2,1,2,5,4,1,2,2,4,2,3,3,1,3,2,3,3,2,1,2,4,3,4,3,4,4,1,2,68,6
"149",1340736076,1,4,3,2,2,12,9,7,6,5,7,34,0,34,4,2,5,1,5,3,4,2,4,5,3,4,4,3,3,6,38,3,2,2,1,2,2,2,3,2,2,3,3,2,1,2,3,3,1,1,1,2,2,2,1,1,2,5,1,45,4
"150",1341152810,1,3,2,1,4,11,3,9,2,1,1,16,0,36,4,2,5,1,4,2,5,1,4,5,4,5,7,2,3,5,47,1,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,2,1,1,4,2,2,1,2,1,3,1,60,5
"151",1341817345,3,3,3,3,3,15,7,9,4,6,9,35,1,24,3,3,2,2,3,3,3,3,3,4,3,3,5,3,3,6,44,3,3,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,4,3,3,3,3,4,3,3,0,1,22,1
"152",1342143133,1,2,1,1,1,6,9,8,5,9,7,38,1,15,3,5,1,4,1,4,3,4,1,2,2,2,4,3,2,5,50,3,3,3,3,3,3,3,2,3,2,3,2,3,3,4,4,3,2,3,2,4,3,3,5,5,3,0,2,26,2
"154",1342740841,3,5,4,5,5,22,10,10,11,8,10,49,1,21,1,3,3,1,2,4,2,3,3,5,2,3,9,3,3,6,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,3,3,5,3,4,4,0,1,23,1
"156",1343257496,1,3,2,2,3,11,7,9,5,6,5,32,1,31,3,2,4,2,4,2,4,2,4,4,4,4,5,3,3,6,42,3,3,3,3,3,2,3,4,2,2,2,2,2,2,2,2,2,1,1,1,2,2,3,2,2,2,5,1,69,6
"158",1345884405,1,1,1,1,1,5,2,2,2,2,2,10,0,28,3,3,3,1,3,3,3,1,3,5,3,5,8,5,5,10,50,1,2,1,4,5,1,4,5,5,5,2,5,3,1,1,1,4,1,1,1,4,3,3,3,3,3,3,1,73,6
"159",1347269046,1,2,3,3,2,11,9,10,4,7,9,39,0,36,4,2,5,2,5,2,5,1,4,4,4,5,3,1,2,3,27,1,2,3,1,2,2,1,3,1,2,1,2,1,1,1,2,1,2,1,1,4,2,2,1,1,1,3,2,62,5
"161",1349986472,1,3,2,1,1,8,8,10,10,10,10,48,0,27,2,3,3,1,2,2,3,1,3,5,4,5,7,3,3,6,28,3,2,2,1,5,1,1,1,1,2,1,2,2,1,1,1,1,2,2,2,4,3,4,3,4,3,0,2,66,6
"163",1353094574,3,4,3,2,2,14,8,8,7,5,7,35,1,32,4,3,5,2,5,2,3,2,3,4,4,4,3,2,1,3,51,3,2,2,3,4,1,2,4,4,4,4,5,4,2,3,3,1,2,2,4,2,3,2,1,1,3,1,2,24,1
"164",1353374503,1,1,2,1,2,7,6,6,4,4,4,24,1,24,3,3,3,3,3,3,3,3,3,3,3,3,6,4,4,8,58,4,2,2,4,4,4,4,5,4,4,2,4,4,1,3,5,2,2,2,3,4,2,3,3,3,3,1,2,50,4
"165",1354618143,1,3,4,1,3,12,7,9,7,6,5,34,1,30,4,2,4,2,4,3,4,3,4,4,3,3,6,3,3,6,53,2,2,3,4,3,2,3,4,2,4,4,2,3,4,2,5,4,2,1,3,2,2,2,2,2,2,3,1,54,4
"169",1358858740,1,4,4,2,5,16,10,11,11,11,11,54,1,25,5,2,2,3,1,4,3,1,4,3,2,5,1,5,4,9,63,1,4,5,5,5,5,5,5,5,5,2,3,2,3,5,1,2,2,2,2,4,3,1,4,5,3,0,2,53,4
"170",1360443230,2,4,4,2,3,15,6,8,7,4,5,30,1,24,3,3,3,3,3,3,3,3,3,3,3,3,7,2,4,6,34,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,3,3,3,1,1,49,4
"172",1361114044,4,4,4,4,4,20,6,6,6,6,6,30,1,26,3,3,3,3,4,2,3,3,3,3,4,3,5,4,4,8,54,4,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,2,2,2,2,3,3,3,2,3,1,2,31,2
"174",1363257578,1,1,1,1,1,5,11,11,7,7,6,42,1,34,5,2,3,1,3,2,5,1,4,5,4,5,8,3,4,7,39,1,3,4,3,5,3,3,5,1,1,4,1,1,1,1,1,1,2,2,2,4,3,1,3,3,1,0,2,66,6
"177",1369130530,4,4,3,3,2,16,7,8,8,6,8,37,0,30,2,3,5,3,5,3,5,2,3,3,3,4,4,3,2,5,42,2,2,4,2,2,2,2,4,2,2,2,4,2,2,2,4,2,2,1,2,2,2,4,1,1,1,3,2,24,1
"179",1370972603,3,4,1,1,3,12,11,8,7,8,7,41,0,22,4,3,3,3,2,3,2,4,3,3,3,2,7,4,3,7,50,3,4,2,2,3,4,3,3,1,4,2,3,3,2,3,4,4,1,3,1,2,2,2,3,4,4,4,1,40,3
"180",1371373541,2,2,2,2,4,12,9,8,7,7,7,38,0,32,4,5,5,2,5,1,5,3,1,4,5,3,5,4,4,8,32,1,1,4,2,5,1,1,2,1,1,1,1,1,2,4,2,2,2,1,3,2,2,2,1,1,1,3,2,24,1
"183",1374594514,2,3,2,1,4,12,7,7,8,6,7,35,0,26,2,2,3,2,3,2,2,2,4,4,4,4,3,3,2,5,39,4,3,1,2,4,1,1,4,2,1,2,2,2,3,1,3,3,2,2,1,2,2,4,3,3,4,3,2,23,1
"184",1374642987,2,4,4,1,2,13,11,10,4,2,2,29,0,35,5,3,5,1,5,4,5,1,3,5,2,5,3,1,3,4,35,3,2,3,1,2,2,1,1,1,2,4,3,1,1,1,3,4,1,1,1,2,2,1,1,1,1,5,1,62,5
"186",1375227355,3,4,4,3,4,18,7,8,6,8,8,37,1,31,3,3,4,1,4,2,4,2,3,5,4,4,7,4,4,8,40,4,2,3,2,4,2,2,3,2,2,2,2,2,2,2,2,2,1,1,1,4,2,3,2,2,2,4,1,68,6
"187",1378200510,1,1,1,1,1,5,7,7,6,8,8,36,1,23,1,3,4,1,1,3,1,1,3,5,3,5,8,4,5,9,23,1,1,1,3,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,2,4,2,5,2,5,5,3,2,69,6
"188",1378602604,3,5,4,4,4,20,11,8,9,9,9,46,1,24,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,51,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,4,3,3,3,3,3,0,2,46,4
"189",1379154854,4,1,1,1,2,9,7,7,8,6,8,36,0,25,2,3,2,1,3,2,3,3,3,5,4,3,5,4,3,7,72,5,2,4,4,4,4,5,5,5,5,4,4,5,4,4,4,4,2,2,3,2,3,4,4,3,3,1,2,55,5
"194",1383057376,1,1,3,1,5,11,11,11,8,8,10,48,1,37,5,2,5,1,5,2,5,2,4,5,4,4,10,3,2,5,37,1,3,2,3,5,2,2,1,1,1,4,1,1,1,5,1,3,2,2,1,2,2,1,1,1,1,3,1,63,5
"195",1383067877,2,2,1,1,2,8,6,8,7,7,5,33,0,31,3,3,5,1,4,3,4,2,3,5,3,4,5,1,2,3,37,2,1,2,2,2,2,2,3,2,2,1,3,2,2,3,4,2,2,1,1,4,2,3,1,2,2,3,1,51,4
"196",1383232355,2,4,2,2,4,14,7,10,8,5,4,34,0,36,5,2,5,1,5,3,5,2,4,5,3,4,3,2,1,3,52,2,3,2,4,5,4,5,4,4,4,2,2,3,1,2,3,2,1,1,1,2,2,1,1,1,1,5,2,19,1
"198",1384869554,4,4,4,4,4,20,6,6,6,6,6,30,0,24,3,3,3,3,3,3,3,3,3,3,3,3,5,3,4,7,51,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,2,4,3,3,3,3,3,0,2,41,3
"199",1385338776,2,2,2,2,2,10,9,10,7,6,7,39,1,12,3,5,1,4,1,5,1,4,1,2,1,2,5,1,3,4,35,3,4,2,5,2,1,1,2,1,1,2,1,2,1,3,2,2,2,4,2,4,2,3,5,5,5,1,2,23,1
"201",1388475765,3,2,3,1,2,11,7,5,6,4,7,29,1,28,3,3,4,3,4,2,3,2,3,3,4,4,6,4,4,8,35,3,2,3,2,3,1,2,1,3,3,1,1,1,1,4,3,1,2,1,2,4,2,3,2,2,3,2,1,49,4
"205",1391014495,1,1,3,1,1,7,7,8,8,8,8,39,0,26,5,5,5,3,3,3,3,3,1,3,3,3,4,3,3,6,29,2,2,2,1,3,3,2,3,1,1,1,1,1,1,1,3,1,2,1,2,4,2,1,1,3,3,2,1,65,6
"206",1392850814,3,4,3,2,3,15,3,9,4,4,6,26,1,20,2,2,3,3,2,2,1,5,4,3,4,1,4,3,3,6,20,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,2,1,2,4,2,4,3,4,5,2,1,58,5
"207",1393145149,1,1,1,1,1,5,11,11,11,11,11,55,1,18,1,1,1,1,1,4,1,4,5,5,2,2,5,4,4,8,41,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,2,2,2,4,3,5,5,5,5,0,2,51,4
"209",1399559394,2,1,1,1,1,6,11,11,11,11,11,55,1,29,3,1,5,1,1,2,1,1,5,5,4,5,5,3,3,6,51,5,5,5,5,5,1,1,5,5,1,3,1,1,1,5,1,1,2,2,2,4,3,3,1,5,5,0,1,51,4
"210",1400501281,1,3,4,2,4,14,8,6,8,6,7,35,1,30,4,2,4,2,4,3,4,3,4,4,3,3,5,5,3,8,34,3,3,3,2,3,2,2,1,3,2,2,2,2,1,1,1,1,2,4,2,4,2,2,2,2,2,1,1,45,4
"211",1400635817,1,4,3,3,2,13,9,7,5,3,3,27,0,36,4,2,5,1,5,2,5,2,4,5,4,4,6,3,4,7,39,2,1,1,1,3,2,1,5,1,4,2,3,2,2,4,3,2,2,1,1,2,2,2,1,1,1,4,1,31,2
"213",1400661414,1,4,2,1,3,11,8,9,4,2,3,26,0,26,3,5,4,1,4,2,3,4,1,5,4,2,2,1,1,2,44,2,3,2,5,4,3,2,2,5,3,1,1,4,1,1,3,2,1,1,1,2,2,3,2,2,3,5,5,27,2
"215",1403977022,1,3,2,1,1,8,11,7,11,11,11,51,1,24,2,3,3,3,2,3,4,2,3,3,3,4,5,3,3,6,43,2,3,3,4,4,3,3,5,3,4,1,1,3,1,1,1,1,2,2,2,4,3,4,3,4,2,0,2,64,5
"216",1404038723,4,1,1,1,2,9,9,5,10,10,11,45,1,30,2,1,4,1,3,2,2,1,5,5,4,5,9,4,5,9,51,3,2,4,5,4,2,5,5,1,4,1,4,2,1,4,3,1,2,2,2,4,2,4,2,3,4,1,1,75,6
"217",1404184007,1,1,1,1,1,5,3,3,1,1,1,9,1,22,1,3,3,2,2,4,2,1,3,4,2,5,6,3,3,6,53,5,1,1,5,4,4,3,5,4,5,1,4,4,2,1,2,2,2,1,1,2,2,5,3,4,4,4,1,55,5
"218",1404715426,3,4,2,4,4,17,7,5,6,6,6,30,1,26,2,2,2,2,3,1,2,2,4,4,5,4,7,4,3,7,56,3,2,4,4,3,3,3,4,3,4,3,4,3,3,2,4,4,2,1,2,2,3,4,4,3,4,2,1,22,1
"220",1407777016,1,1,1,1,2,6,7,6,6,6,6,31,1,28,3,3,3,1,3,2,3,2,3,5,4,4,5,3,4,7,56,4,3,2,3,4,3,4,4,4,4,3,3,3,3,3,3,3,2,2,3,2,3,3,3,3,3,1,2,58,5
"221",1407826802,4,3,4,4,4,19,6,6,7,5,5,29,1,13,1,1,1,4,1,5,1,5,5,2,1,1,6,4,4,8,60,4,3,4,4,3,4,3,3,4,3,4,3,4,3,4,4,3,1,1,4,2,3,5,5,5,5,3,1,29,2
"222",1409405588,3,2,1,2,2,10,4,3,3,4,2,16,1,25,3,1,2,1,1,3,4,4,5,5,3,2,7,1,2,3,46,3,2,1,3,4,3,2,2,3,5,4,4,2,2,2,3,1,2,1,2,2,3,3,4,5,2,2,1,40,3
"223",1409845322,5,5,5,5,5,25,11,11,11,11,11,55,1,24,1,1,1,1,1,1,1,1,5,5,5,5,1,5,5,10,85,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,1,1,4,5,5,5,5,2,2,32,2
"224",1410039276,1,1,1,1,1,5,6,6,6,6,6,30,1,24,2,3,3,2,3,3,3,3,3,4,3,3,3,3,3,6,32,1,1,3,3,1,1,1,5,3,1,1,3,1,1,1,4,1,2,2,2,4,2,4,3,3,3,1,2,23,1
"225",1410205216,4,2,2,2,2,12,8,9,6,6,7,36,1,31,3,3,4,1,5,5,5,1,3,5,1,5,5,4,5,9,32,4,1,1,1,4,3,2,4,1,4,1,1,1,1,1,1,1,2,4,2,2,2,3,2,1,1,2,2,48,4
"226",1410317727,4,2,1,1,1,9,9,7,6,3,3,28,0,40,5,1,5,1,5,1,5,1,5,5,5,5,3,3,3,6,22,2,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,2,2,2,4,2,1,1,1,1,1,1,48,4
"229",1412463396,4,4,4,4,5,21,11,9,11,8,11,50,1,14,1,5,1,2,2,4,1,4,1,4,2,2,1,5,5,10,75,5,5,5,5,4,4,3,4,5,4,4,5,5,4,5,4,4,2,1,1,4,3,5,5,4,5,2,2,23,1
"230",1413190040,1,1,1,1,1,5,3,6,3,1,1,14,0,31,3,3,5,1,4,2,4,3,3,5,4,3,3,1,2,3,30,2,2,2,2,1,1,1,3,1,1,1,1,2,1,4,4,1,2,1,1,2,2,3,1,2,2,4,2,23,1
"231",1414633691,1,1,1,1,1,5,7,9,7,6,6,35,1,29,3,2,4,2,4,2,3,3,4,4,4,3,6,3,3,6,24,2,2,2,2,2,1,1,3,1,1,1,1,1,1,1,1,1,2,2,3,2,2,3,2,2,3,2,2,51,4
"232",1414894253,3,3,3,3,3,15,7,7,4,6,8,32,1,25,3,3,3,2,3,3,3,3,3,4,3,3,4,3,3,6,66,4,3,3,5,3,5,5,3,5,5,5,4,5,3,2,3,3,2,2,2,4,2,3,3,3,3,1,2,42,3
"233",1415188348,2,2,3,2,3,12,3,5,5,7,5,25,1,24,2,3,3,2,3,2,2,3,3,4,4,3,5,3,3,6,55,4,2,2,4,2,3,3,3,4,3,3,4,4,3,3,5,3,1,1,4,2,2,4,3,3,4,4,1,36,3
"234",1416766590,1,1,2,2,2,8,11,8,9,8,11,47,0,39,4,1,5,1,5,1,5,1,5,5,5,5,4,1,2,3,25,1,1,1,1,1,1,1,3,1,1,2,2,1,2,2,3,1,2,1,1,4,2,2,1,1,1,3,2,34,2
"235",1416799351,2,4,3,1,2,12,11,7,8,6,5,37,1,30,3,2,3,1,2,1,4,2,4,5,5,4,4,1,2,3,50,2,3,2,2,4,3,3,2,3,4,1,3,4,4,4,5,1,2,2,1,2,2,3,3,4,2,3,2,22,1
"236",1416804473,4,5,5,2,5,21,10,10,6,6,6,38,1,34,2,1,5,1,5,2,3,1,5,5,4,5,5,4,3,7,47,3,2,3,2,3,1,1,5,4,4,3,2,4,3,2,2,3,2,1,1,2,2,4,1,1,3,4,2,61,5
"237",1418603676,5,5,5,2,4,21,9,9,8,6,6,38,1,23,2,4,2,1,4,4,2,2,2,5,2,4,5,2,4,6,69,5,1,4,5,5,4,5,5,5,5,2,5,5,4,5,2,2,2,2,2,4,2,4,4,2,4,1,2,23,1
"241",1418695802,1,2,3,1,4,11,3,7,2,2,2,16,1,22,3,5,2,2,3,4,3,2,1,4,2,4,7,4,5,9,51,1,1,4,4,4,2,4,5,4,3,1,4,4,1,2,5,2,2,2,3,4,2,3,4,3,3,1,2,50,4
"243",1419478641,1,4,4,4,5,18,10,10,7,6,6,39,1,18,1,1,1,2,1,4,1,3,5,4,2,3,5,3,4,7,59,3,4,5,5,4,1,2,5,3,2,3,5,3,3,2,5,4,2,1,2,4,3,5,5,5,5,1,2,29,2
"244",1421327621,1,1,1,1,2,6,6,7,7,7,7,34,0,28,4,2,4,4,4,4,4,2,4,2,2,4,5,2,2,4,36,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,2,2,0,1,61,5
"245",1421518615,4,4,4,4,4,20,8,8,8,8,8,40,1,19,2,4,2,3,2,2,2,4,2,3,4,2,5,4,4,8,56,4,2,3,4,3,2,2,4,4,4,4,4,4,4,2,4,2,2,1,1,2,2,4,4,4,4,4,2,46,4
"246",1431516163,3,4,4,3,3,17,9,8,7,7,8,39,1,22,3,4,4,4,3,3,3,4,2,2,3,2,8,4,4,8,57,3,4,3,3,4,3,3,3,4,3,3,3,3,3,4,4,4,2,1,2,4,3,3,2,3,3,1,2,34,2
"248",1433084184,3,2,1,1,1,8,9,9,5,4,3,30,1,30,3,2,4,4,5,2,4,2,4,2,4,4,5,3,4,7,28,2,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,3,2,3,2,1,2,1,1,20,1
"250",1435136841,1,4,1,2,1,9,4,5,6,8,4,27,1,25,4,3,3,3,3,3,3,3,3,3,3,3,5,4,3,7,28,4,1,1,1,3,1,1,5,1,1,1,1,1,1,1,3,1,2,1,1,2,2,2,3,3,3,4,2,21,1
"251",1437078569,2,1,1,1,2,7,9,8,6,5,7,35,1,23,3,4,3,2,3,4,3,3,2,4,2,3,7,3,3,6,23,2,2,1,1,1,1,1,1,3,1,1,1,2,1,2,1,1,1,1,1,4,3,3,3,3,3,3,2,46,4
"252",1437737342,4,2,1,1,1,9,11,9,6,7,7,40,1,17,1,4,1,2,1,4,1,1,2,4,2,5,1,3,4,7,46,5,1,3,2,2,2,3,3,1,2,2,4,4,1,5,4,2,2,2,2,4,3,5,5,5,5,0,2,27,2
"253",1438860109,1,2,1,1,3,8,5,7,7,6,5,30,0,28,3,2,4,2,3,2,3,3,4,4,4,3,7,3,4,7,39,4,3,2,3,2,1,1,4,2,2,2,3,2,1,2,3,2,1,1,1,2,2,3,2,3,3,5,1,66,6
"254",1439119662,2,4,4,2,4,16,10,10,7,7,7,41,1,30,3,3,3,1,4,2,3,1,3,5,4,5,7,2,4,6,42,2,3,3,2,3,2,2,5,2,2,2,3,2,2,1,3,3,1,1,2,2,2,3,3,2,3,4,2,73,6
"258",1441082799,1,2,2,2,3,10,4,8,6,5,7,30,0,33,4,2,5,1,4,3,5,3,4,5,3,3,4,3,3,6,50,2,3,4,4,4,3,3,4,3,3,2,3,3,2,2,3,2,2,1,1,2,3,2,1,2,1,3,2,45,4
"260",1442249066,3,5,5,4,5,22,11,10,9,10,11,51,1,26,3,3,2,2,2,2,3,1,3,4,4,5,8,3,3,6,53,3,3,4,2,4,3,3,5,2,4,2,3,2,3,3,4,3,2,1,2,2,2,3,4,4,3,3,1,48,4
"261",1442896733,3,4,5,1,5,18,10,9,6,6,6,37,0,33,3,1,2,1,3,1,5,1,5,5,5,5,10,3,4,7,45,3,3,3,3,4,1,1,5,3,3,2,1,1,3,3,3,3,2,1,1,4,3,3,4,3,1,2,1,49,4
"263",1443040489,4,4,4,3,2,17,4,5,4,4,6,23,1,26,3,3,3,2,3,3,3,2,3,4,3,4,4,3,4,7,44,3,2,2,2,3,3,2,3,2,4,2,2,3,3,3,2,3,2,2,2,4,3,3,3,3,3,0,1,41,3
"264",1443544681,3,4,4,3,2,16,10,11,7,7,8,43,0,29,2,1,4,1,3,3,3,2,5,5,3,4,4,1,4,5,69,4,2,4,5,5,3,5,5,5,5,4,4,5,4,2,4,3,2,2,1,2,2,4,2,3,3,3,2,18,1
"266",1444141810,3,4,1,1,2,11,2,9,5,6,7,29,0,25,3,3,3,2,4,2,2,4,3,4,4,2,5,2,2,4,52,4,5,4,4,5,2,4,1,1,5,2,1,1,4,5,1,3,2,3,2,4,3,3,3,2,4,0,1,42,3
"267",1445492681,1,1,1,1,1,5,4,7,6,5,5,27,0,35,3,2,5,1,5,2,4,1,4,5,4,5,4,3,2,5,40,4,1,4,3,2,1,1,4,2,2,2,2,2,1,5,3,1,2,1,2,4,3,3,1,1,2,1,1,66,6
"269",1445936721,4,3,3,3,3,16,6,9,9,7,8,39,0,24,3,3,3,1,2,3,3,4,3,5,3,2,5,5,4,9,61,4,3,3,3,4,4,3,3,4,4,3,4,4,4,3,4,4,2,3,2,3,3,3,3,4,3,0,1,20,1
"270",1446498451,1,2,1,1,5,10,9,10,4,2,2,27,0,37,5,2,5,2,5,2,5,1,4,4,4,5,6,2,1,3,40,2,2,3,1,2,2,3,4,2,2,4,2,2,2,2,3,2,2,2,2,4,2,1,1,1,1,1,1,24,1
"272",1448639138,4,3,4,3,3,17,6,7,5,6,6,30,0,24,4,3,3,4,5,5,5,5,3,2,1,1,5,3,3,6,34,1,2,2,2,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,3,2,3,1,1,1,1,22,1
"274",1449921457,2,3,3,2,2,12,7,7,8,8,8,38,1,20,4,4,2,2,2,4,2,4,2,4,2,2,5,4,4,8,48,3,3,3,2,3,3,2,4,2,3,2,4,3,3,2,4,2,2,1,3,2,2,2,4,4,4,3,1,20,1
"277",1453173243,4,5,4,4,5,22,7,9,8,9,10,43,1,17,2,5,2,2,1,4,1,2,1,4,2,4,5,2,2,4,50,2,4,2,5,5,2,4,2,4,4,4,1,4,2,2,1,2,2,2,2,2,2,4,4,5,5,2,2,23,1
"278",1453789169,3,4,3,1,5,16,7,9,9,6,7,38,1,19,1,4,3,3,2,3,2,3,2,3,3,3,5,4,5,9,54,4,3,2,5,3,4,2,3,5,3,3,3,4,4,3,2,1,2,3,2,4,2,5,3,4,4,1,2,50,4
"279",1454138843,1,3,1,1,3,9,8,10,6,6,7,37,0,31,3,2,4,1,4,3,4,2,4,5,3,4,3,1,1,2,21,2,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,2,2,2,4,3,3,2,2,2,0,2,50,4
"280",1454146138,1,1,1,1,1,5,6,10,6,7,7,36,1,25,3,2,3,3,3,3,3,3,4,3,3,3,5,3,4,7,51,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,3,2,2,53,4
"281",1454432008,4,4,4,2,2,16,11,11,9,7,6,44,0,37,3,1,5,1,5,2,5,1,5,5,4,5,2,2,2,4,79,5,1,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,2,2,3,2,3,3,1,1,1,1,2,21,1
"282",1454926102,2,4,3,4,4,17,9,10,5,4,3,31,0,39,5,1,5,2,5,1,5,1,5,4,5,5,3,2,2,4,54,5,2,4,5,5,4,4,2,4,4,2,4,4,1,1,2,1,2,2,2,3,2,1,1,1,1,1,2,21,1
"283",1455025264,2,2,2,2,4,12,6,7,9,6,6,34,1,27,3,2,3,2,3,2,3,3,4,4,4,3,5,4,4,8,70,5,2,5,5,5,4,5,5,5,5,3,4,4,4,4,2,3,2,3,2,4,3,3,3,3,3,0,2,61,5
"285",1457604992,2,2,3,3,3,13,9,8,9,9,8,43,1,24,3,3,3,3,3,3,3,3,3,3,3,3,7,3,4,7,44,4,3,2,3,3,2,3,3,3,2,3,2,2,2,3,2,2,2,1,2,4,3,3,3,3,3,1,1,55,5
"286",1457733673,4,3,4,4,4,19,6,6,8,7,6,33,0,21,2,2,1,2,2,3,1,2,4,4,3,4,8,4,3,7,62,4,4,3,4,4,3,4,4,3,4,3,4,4,4,3,3,4,2,2,2,4,3,4,5,4,5,0,1,25,2
